Name	Born	Died	Age	Gender	Class.Dept	Class	Ticket	Fare	Cabin	Joined	Occupation	Survived	Boat	Body	Nationality	Pounds	Shillings	Pence	Price.Paid	Paidpp
BUCKLEY, Miss Catherine	1889	1912	23	Female	3rd Class Passenger	3rd	329944	£7             5s             8d		Queenstown		LOST		299	Irish	7	5	8	7.28	7.28
BUCKLEY, Mr Daniel	1890	1918	21	Male	3rd Class Passenger	3rd	330920	£7             15s             17d		Queenstown	Farm Labourer	SAVED	13		Irish	7	15	17	7.82	7.82
BUCKNELL, Mrs Emma Eliza	1853	1927	58	Female	1st Class Passenger	1st	11813	£76             5s             10d	D15	Cherbourg		SAVED	8		American	76	5	10	76.29	38.145
BūLUS, Master Akar	1905	1912	7	Male	3rd Class Passenger	3rd	2678	£15             4s             11d		Cherbourg		LOST			Syrian	15	4	11	15.25	5.0833333333
BūLUS, Miss Nūr al-'ayn	1902	1912	10	Female	3rd Class Passenger	3rd	2678	£15             4s             11d		Cherbourg		LOST			Syrian	15	4	11	15.25	5.0833333333
BūLUS, Mrs Sultānah	1872	1912	40	Female	3rd Class Passenger	3rd	2678	£15             4s             11d		Cherbourg		LOST			Syrian	15	4	11	15.25	5.0833333333
BURKE, Mr Jeremiah	1893	1912	19	Male	3rd Class Passenger	3rd	365222	£6             15s		Queenstown	Farm Labourer	LOST			Irish	6	15		6.75	6.75
BURNS, Miss Elizabeth Margaret	1870	1921	41	Female	1st Class Passenger Servant	1st	16966	£134             10s	E40	Cherbourg	Nursemaid	SAVED	3		American	134	10		134.5	26.9
BURNS, Miss Mary Delia	1896	1912	15	Female	3rd Class Passenger	3rd	330963	£7             17s             7d		Queenstown		LOST			Irish	7	17	7	7.88	7.88
BUSS, Miss Kate	1875	1972	36	Female	2nd Class Passenger	2nd	27849	£13.00		Southampton		SAVED	9		English	13			13	13
BUTLER, Mr Reginald Fenton	1886	1912	25	Male	2nd Class Passenger	2nd	234686	£13.00		Southampton	Mechanical Engineer	LOST		97	English	13			13	13
BUTRUS-KA'Wī, Mr Tannūs	1891	1912	21	Male	3rd Class Passenger	3rd	2648	£7             4s             7d		Cherbourg	Shoemaker	LOST			Syrian	7	4	7	7.23	7.23
BUTT, Major Archibald Willingham	1865	1912	46	Male	1st Class Passenger	1st	113050	£26             11s	B38	Southampton	Military	LOST				26	11		26.55	26.55
BYLES, Fr Thomas Roussel Davids	1870	1912	42	Male	2nd Class Passenger	2nd	244310	£13.00		Southampton	Priest / Minister	LOST				13			13	13
BYSTRöM, Mrs Karolina	1872	1964	39	Female	2nd Class Passenger	2nd	236852	£13.00		Southampton		SAVED			Swedish	13			13	13
ČAčIć, Miss Manda	1891	1912	21	Female	3rd Class Passenger	3rd	315087	£8             13s             3d		Southampton	Farm Labourer	LOST				8	13	3	8.66	8.66
ČAčIć, Miss Marija	1875	1912	36	Female	3rd Class Passenger	3rd	315084	£8             13s             3d		Southampton	Farm Labourer	LOST				8	13	3	8.66	8.66
ČAčIć, Mr Jego Grga	1894	1912	18	Male	3rd Class Passenger	3rd	315091	£8             13s             3d		Southampton	Farmer	LOST				8	13	3	8.66	8.66
ČAčIć, Mr Luka	1873	1912	38	Male	3rd Class Passenger	3rd	315089	£8             13s             3d		Southampton	Farmer	LOST				8	13	3	8.66	8.66
CAIRNS, Mr Alexander Milne	1883	1912	28	Male	1st Class Passenger Servant	1st	113798	£31.00	B-86	Southampton	Servant	LOST			Scottish	31			31	15.5
CALDERHEAD, Mr Edward Pennington	1869	1961	42	Male	1st Class Passenger	1st	17476	£26             5s             9d	E24	Southampton		SAVED	5		American	26	5	9	26.29	26.29
CALDWELL, Master Alden Gates	1911	1992	0.833333333	Male	2nd Class Passenger	2nd	248738	£29.00		Southampton		SAVED	13			29			29	9.6666666667
CALDWELL, Mr Albert Francis	1885	1977	26	Male	2nd Class Passenger	2nd	248738	£29.00		Southampton		SAVED	13			29			29	9.6666666667
CALDWELL, Mrs Sylvia Mae	1883	1965	28	Female	2nd Class Passenger	2nd	248738	£29.00		Southampton		SAVED	13		American	29			29	9.6666666667
ČALIć, Mr Jovo	1895	1912	17	Male	3rd Class Passenger	3rd	315093	£8             13s             3d		Southampton		LOST				8	13	3	8.66	8.66
ČALIć, Mr Petar	1895	1912	17	Male	3rd Class Passenger	3rd	315086	£8             13s             3d		Southampton	Farm Labourer	LOST				8	13	3	8.66	8.66
CAMERON, Miss Clear Annie	1877	1962	35	Female	2nd Class Passenger	2nd	13528	£21.00		Southampton	Personal Maid	SAVED	14		English	21			21	10.5
CAMPBELL, Mr William	1891	1912	20	Male	2nd Class Passenger H&W Guarantee Group	2nd	239853			Belfast	Carpenter / Joiner	LOST			Irish					
CANAVAN, Miss Mary	1889	1912	22	Female	3rd Class Passenger	3rd	364846	£7             15s		Queenstown		LOST			Irish	7	15		7.75	7.75
CANAVAN, Mr Patrick	1890	1912	21	Male	3rd Class Passenger	3rd	364858	£7             15s		Queenstown	General Labourer	LOST			Irish	7	15		7.75	7.75
CANDEE, Mrs Helen Churchill	1859	1949	52	Female	1st Class Passenger	1st	17606	£27             8s             11d		Cherbourg	Writer	SAVED	6		American	27	8	11	27.45	27.45
CANN, Mr Ernest	1883	1912	29	Male	3rd Class Passenger	3rd	2152	£8             1s		Southampton	Miner	LOST			English	8	1		8.05	8.05
CARAM, Mr Joseph	1884	1912	28	Male	3rd Class Passenger	3rd	2689	£14             9s             2d		Cherbourg	Merchant	LOST			Syrian	14	9	2	14.46	7.23
CARAM, Mrs Maria Elias	1894	1912	18	Female	3rd Class Passenger	3rd	2689	£14             9s             2d		Cherbourg	Housekeeper	LOST			Syrian	14	9	2	14.46	7.23
CARBINES, Mr William	1893	1912	19	Male	2nd Class Passenger	2nd	28424	£13.00		Southampton	Miner	LOST		18	English	13			13	13
CARDEZA, Mr Thomas Drake Martinez	1875	1952	36	Male	1st Class Passenger	1st	17755	£512             6s             7d	B51/53/55	Cherbourg	Gentleman	SAVED	3			512	6	7	512.33	128.0825
CARDEZA, Mrs Charlotte Wardle	1854	1939	58	Female	1st Class Passenger	1st	17755	£512             6s             7d	B51/53/55	Cherbourg		SAVED	3			512	6	7	512.33	128.0825
CARLSSON, Mr August Sigfrid	1884	1912	28	Male	3rd Class Passenger	3rd	350042	£7             15s             11d		Southampton	Farmer	LOST			Swedish	7	15	11	7.8	7.8
CARLSSON, Mr Carl Robert	1888	1912	24	Male	3rd Class Passenger	3rd	350409	£7             17s             1d		Southampton	General Labourer	LOST				7	17	1	7.85	7.85
CARLSSON, Mr Frans Olof	1878	1912	33	Male	1st Class Passenger	1st	695	£5.00		Southampton		LOST			Swedish	5			5	5
CARR, Miss Jane	1867	1912	45	Female	3rd Class Passenger	3rd	368364	£7             15s		Queenstown		LOST			Irish	7	15		7.75	7.75
CARRAú-ESTEVES, Mr José Pedro	1894	1912	17	Male	1st Class Passenger	1st	113059	£47             2s		Southampton		LOST			Uruguayan	47	2		47.1	23.55
CARRAU, Mr Francisco Mauro Severiano	1884	1912	27	Male	1st Class Passenger	1st	113059	£47             2s		Southampton		LOST			Uruguayan	47	2		47.1	23.55
CARTER, Master William Thornton II	1900	1985	11	Male	1st Class Passenger	1st	113760	£120.00	B96/98	Southampton		SAVED	4		American	120			120	30
CARTER, Miss Lucile Polk	1897	1962	14	Female	1st Class Passenger	1st	113760	£120.00	B96/98	Southampton		SAVED	4		American	120			120	30
CARTER, Mr William Ernest	1875	1940	36	Male	1st Class Passenger	1st	113760	£120.00	B96/98	Southampton	Businessman	SAVED	C		American	120			120	30
CARTER, Mrs Lilian	1867	1912	45	Female	2nd Class Passenger	2nd	244252	£26.00		Southampton		LOST			English	26			26	13
CARTER, Mrs Lucile	1875	1934	36	Female	1st Class Passenger	1st	113760	£120.00	B96/98	Southampton		SAVED	4			120			120	30
CARTER, Rev. Ernest Courtenay	1858	1912	54	Male	2nd Class Passenger	2nd	244252	£26.00		Southampton	Priest / Minister	LOST			English	26			26	13
CARVER, Mr Alfred John	1884	1912	27	Male	3rd Class Passenger	3rd	370160	£7             5s		Southampton	Seaman	LOST			English	7	5		7.25	1.2083333333
CASE, Mr Howard Brown	1863	1912	49	Male	1st Class Passenger	1st	19924	£26.00		Southampton		LOST			American	26			26	26
CASSEBEER, Mrs Eleanor Genevieve	1875		36	Female	1st Class Passenger	1st	17770	£27             14s             5d		Cherbourg		SAVED	5			27	14	5	27.72	27.72
CAVENDISH, Mr Tyrell William	1875	1912	36	Male	1st Class Passenger	1st	19877	£78             17s	C46	Southampton		LOST		172	English	78	17		78.85	26.283333333
CAVENDISH, Mrs Julia Florence	1886	1963	25	Female	1st Class Passenger	1st	19877	£78             17s	C46	Southampton		SAVED	6		American	78	17		78.85	26.283333333
CELOTTI, Mr Francesco	1888	1912	24	Male	3rd Class Passenger	3rd	343275	£8             1s		Southampton	Stoker	LOST				8	1		8.05	8.05
CHAFFEE, Mr Herbert Fuller	1865	1912	46	Male	1st Class Passenger	1st	5734	£61             3s             6d	E31	Southampton		LOST				61	3	6	61.18	30.59
CHAFFEE, Mrs Carrie Constance	1864	1931	47	Female	1st Class Passenger	1st	5734	£61             3s             6d	E31	Southampton		SAVED	4			61	3	6	61.18	30.59
CHAMBERS, Mr Norman Campbell	1884	1966	27	Male	1st Class Passenger	1st	113806	£53             2s	E8	Southampton		SAVED	5			53	2		53.1	26.55
CHAMBERS, Mrs Bertha	1879	1959	32	Female	1st Class Passenger	1st	113806	£53             2s	E8	Southampton		SAVED	5		American	53	2		53.1	26.55
CHAPMAN, Mr Charles Henry	1860	1912	51	Male	2nd Class Passenger	2nd	248731	£13             10s		Southampton		LOST		130	South African	13	10		13.5	13.5
CHAPMAN, Mr John Henry	1875	1912	37	Male	2nd Class Passenger	2nd	29037	£26.00		Southampton	Farmer	LOST		17	English	26			26	13
CHAPMAN, Mrs Sarah Elizabeth	1882	1912	30	Female	2nd Class Passenger	2nd	29037	£26.00		Southampton		LOST			English	26			26	13
CHARTERS, Mr David	1891	1912	20	Male	3rd Class Passenger	3rd	13032	£7             14s             8d		Queenstown	General Labourer	LOST			Irish	7	14	8	7.73	7.73
CHAUDANSON, Miss Victorine	1875	1962	36	Female	1st Class Passenger Servant	1st	17608	£262             7s             6d	B61	Cherbourg	Personal Maid	SAVED	4		French	262	7	6	262.38	37.482857143
CHERRY, Miss Gladys	1881	1965	30	Female	1st Class Passenger	1st	110152	£86             10s	B77	Southampton	Of Independent Means	SAVED	8		English	86	10		86.5	28.833333333
CHEVRé, Mr Paul Romaine Marie Léonce	1866	1914	45	Male	1st Class Passenger	1st	17594	£29             14s	A9	Cherbourg	Sculptor	SAVED	7		Belgian	29	14		29.7	29.7
CHIBNALL, Mrs Edith Martha Bowerman	1864	1953	48	Female	1st Class Passenger	1st	113505	£55.00	E33	Southampton	Of Independent Means	SAVED	6		English	55			55	27.5
CHIP, Mr Chang	1880		32	Male	3rd Class Passenger	3rd	1601	£56             9s             11d		Southampton	Seaman	SAVED	C			56	9	11	56.5	7.0625
CHISHOLM, Mr Roderick	1868	1912	43	Male	1st Class Passenger H&W Guarantee Group	1st	112051			Belfast	Draughtsman	LOST			Scottish					
CHRISTMANN, Mr Emil	1883	1912	29	Male	3rd Class Passenger	3rd	343276	£8             1s		Southampton	Clerk	LOST				8	1		8.05	8.05
CHRISTY, Miss Rachel Juli Cohen	1887	1931	25	Female	2nd Class Passenger	2nd	237789	£30.00		Southampton		SAVED	12		English	30			30	15
CHRISTY, Mrs Alice Frances	1860	1939	52	Female	2nd Class Passenger	2nd	237789	£30.00		Southampton		SAVED	12		English	30			30	15
CHRONOPOULOS, Mr Apostolos M.	1886	1912	26	Male	3rd Class Passenger	3rd	2680	£14             9s             1d		Cherbourg	General Labourer	LOST				14	9	1	14.45	7.225
CHRONOPOULOS, Mr Dimitrios M.	1891	1912	21	Male	3rd Class Passenger	3rd	2680	£14             9s             1d		Cherbourg	General Labourer	LOST				14	9	1	14.45	7.225
CLARK, Mr Walter Miller	1884	1912	27	Male	1st Class Passenger	1st	13508	£136             15s             7d	C89	Cherbourg		LOST				136	15	7	136.78	68.39
CLARK, Mrs Virginia Estelle	1885	1958	26	Female	1st Class Passenger	1st	13508	£136             15s             7d	C89	Cherbourg		SAVED	4		American	136	15	7	136.78	68.39
CLARKE, Mr Charles Valentine	1883	1912	29	Male	2nd Class Passenger	2nd	2003	£26.00		Southampton	Dairy Worker	LOST			English	26			26	13
CLARKE, Mr John Frederick Preston	1883	1912	28	Male	2nd Class Passenger Musician	2nd	250654		E	Southampton	Musician	LOST		202	English					
CLARKE, Mrs Ada Maria	1883	1953	28	Female	2nd Class Passenger	2nd	2003	£26.00		Southampton		SAVED	14		English	26			27	13.5
CLEAVER, Miss Alice Catherine	1889	1984	22	Female	1st Class Passenger Servant	1st	113781	£151             16s		Southampton	Nursemaid	SAVED	11		English	151	16		151.8	25.3
CLIFFORD, Mr George Quincy	1871	1912	40	Male	1st Class Passenger	1st	110465	£52.00	A14	Southampton		LOST			American	52			52	26
COELHO, Mr Domingos Fernandeo	1891	1912	20	Male	3rd Class Passenger	3rd	3101307	£7             1s		Southampton	General Labourer	LOST				7	1		7.05	7.05
COHEN, Mr Gurshon	1892	1978	19	Male	3rd Class Passenger	3rd	3540	£8             1s		Southampton	Printer / Compositor	SAVED	12		English	8	1		8.05	8.05
COLBERT, Mr Patrick	1887	1912	24	Male	3rd Class Passenger	3rd	371109	£7             5s		Queenstown	Railway Porter	LOST			Irish	7	5		7.25	7.25
COLERIDGE, Mr Reginald Charles	1883	1912	29	Male	2nd Class Passenger	2nd	14263	£10             10s		Southampton	Advertising Consultant	LOST			English	10	10		10.5	10.5
COLLANDER, Mr Erik Gustaf	1884	1912	27	Male	2nd Class Passenger	2nd	248740	£13.00		Southampton		LOST			Finnish	13			13	13
COLLETT, Mr Sidney Clarence Stuart	1887	1941	25	Male	2nd Class Passenger	2nd	28034	£10             10s		Southampton		SAVED	9			10	10		10.5	10.5
COLLEY, Mr Edward Pomeroy	1875	1912	37	Male	1st Class Passenger	1st	5727	£25             11s             9d	E58	Southampton	Civil Engineer	LOST			Irish	25	11	9	25.59	25.59
COLLYER, Miss Marjorie Lottie	1904	1965	8	Female	2nd Class Passenger	2nd	31921	£26             5s		Southampton		SAVED	14		English	26	5		26.25	8.75
COLLYER, Mr Harvey	1880	1912	31	Male	2nd Class Passenger	2nd	31921	£26             5s		Southampton	Grocer	LOST			English	26	5		26.25	8.75
COLLYER, Mrs Charlotte Caroline	1881	1916	30	Female	2nd Class Passenger	2nd	31921	£26             5s		Southampton		SAVED	14		English	26	5		26.25	8.75
COMPTON, Miss Sara Rebecca	1872	1952	39	Female	1st Class Passenger	1st	17756	£83             3s             2d	E49	Cherbourg		SAVED	14		American	83	3	2	83.16	27.72
COMPTON, Mr Alexander Taylor jr	1874	1912	37	Male	1st Class Passenger	1st	17756	£83             3s             2d	E52	Cherbourg		LOST			American	83	3	2	83.16	27.72
COMPTON, Mrs Mary Eliza	1847	1930	64	Female	1st Class Passenger	1st	17756	£83             3s             2d	E45	Cherbourg		SAVED	14		American	83	3	2	83.16	27.72
CONLIN, Mr Thomas Henry	1881	1912	31	Male	3rd Class Passenger	3rd	21332	£7             14s             8d		Queenstown	General Labourer	LOST				7	14	8	7.73	7.73
CONNAUGHTON, Mr Michael	1872	1912	40	Male	3rd Class Passenger	3rd	335097	£7             15s		Queenstown	Bus Driver	LOST			Irish	7	15		7.75	7.75
CONNOLLY, Miss Catherine	1888	1948	23	Female	3rd Class Passenger	3rd	370373	£7             15s		Queenstown		SAVED	13		Irish	7	15		7.75	7.75
CONNOLLY, Miss Kate	1870	1912	41	Female	3rd Class Passenger	3rd	330972	£7             12s             7d		Queenstown		LOST			Irish	7	12	7	7.63	7.63
CONNORS, Mr Patrick	1846	1912	66	Male	3rd Class Passenger	3rd	370369	£7             15s		Queenstown	Farm Labourer	LOST		171	Irish	7	15		7.75	7.75
COOK, Mr Jacob	1869	1912	43	Male	3rd Class Passenger	3rd	3536	£8             1s		Southampton	Wood Carver	LOST				8	1		8.05	8.05
COOK, Mrs Selena	1890	1964	22	Female	2nd Class Passenger	2nd	14266	£10             10s	F33	Southampton		SAVED	14		English	10	10		10.5	10.5
ČOR, Mr Bartol	1877	1912	35	Male	3rd Class Passenger	3rd	349230	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
ČOR, Mr Ivan	1885	1912	27	Male	3rd Class Passenger	3rd	349229	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
ČOR, Mr Liudevit	1893	1912	19	Male	3rd Class Passenger	3rd	349231	£7             17s             11d		Southampton	General Labourer	LOST				7	17	11	7.9	7.9
CORBETT, Mrs Irene	1881	1912	30	Female	2nd Class Passenger	2nd	237249	£13.00		Southampton	Musician	LOST			American	13			13	13
COREY, Mrs Mary Emma	1879	1912	32	Female	2nd Class Passenger	2nd	13534	£21.00		Southampton	Teacher	LOST				21			21	10.5
CORNBLATT, Mr Harris	1882	1912	30	Male	3rd Class Passenger	3rd	SOTON/OQ 392090	£8             1s		Southampton	Upholsterer	LOST			Polish	8	1		8.05	8.05
CORNELL, Mrs Malvina Helen	1856	1941	55	Female	1st Class Passenger	1st	11770	£25             14s             10d	C101	Southampton		SAVED	2		American	25	14	10	25.74	25.74
CORR, Miss Ellen	1895	1980	16	Female	3rd Class Passenger	3rd	367231	£7             15s		Queenstown		SAVED	16		Irish	7	15		7.75	7.75
COTTERILL, Mr Henry	1891	1912	21	Male	2nd Class Passenger	2nd	29107	£11             10s		Southampton	Carpenter / Joiner	LOST			English	11	10		11.5	11.5
COUTTS, Master Neville Leslie	1908	1977	3	Male	3rd Class Passenger	3rd	37671	£15             18s		Southampton		SAVED	2		English	15	18		15.9	5.3
COUTTS, Master William Loch	1902	1957	9	Male	3rd Class Passenger	3rd	37671	£15             18s		Southampton		SAVED	2		English	15	18		15.9	5.3
COUTTS, Mrs Winnie	1876	1960	36	Female	3rd Class Passenger	3rd	37671	£15             18s		Southampton		SAVED	2			15	18		15.9	5.3
COXON, Mr Daniel	1853	1912	58	Male	3rd Class Passenger	3rd	364500	£7             5s		Southampton	Dealer	LOST			English	7	5		7.25	7.25
CRAFTON, Mr John Bertram	1853	1912	58	Male	1st Class Passenger	1st	113791	£26             11s		Southampton	Businessman	LOST				26	11		26.55	26.55
CREASE, Mr Ernest James	1892	1912	20	Male	3rd Class Passenger	3rd	3464	£8             3s             2d		Southampton	Tinsmith	LOST			American	8	3	2	8.16	8.16
CRIBB, Miss Laura May	1895	1974	16	Female	3rd Class Passenger	3rd	371362	£16             2s		Southampton	Shop Assistant	SAVED	12		American	16	2		16.1	8.05
CRIBB, Mr John Hatfield	1868	1912	43	Male	3rd Class Passenger	3rd	371362	£16             2s		Southampton	Butler	LOST			Australian	16	2		16.1	8.05
CROSBY, Captain Edward Gifford	1842	1912	70	Male	1st Class Passenger	1st	5735	£71.00	B22	Southampton		LOST		269	American	71			71	35.5
CROSBY, Miss Harriette Rebecca	1872	1941	39	Female	1st Class Passenger	1st	112901	£26             11s	B26	Southampton		SAVED			American	26	11		26.55	26.55
CROSBY, Mrs Catherine Elizabeth	1847	1920	64	Female	1st Class Passenger	1st	5735	£71.00	B22	Southampton		SAVED	7		American	71			71	35.5
ČULUMOVIć, Mr Jeso	1895	1912	17	Male	3rd Class Passenger	3rd	315090	£8             13s             3d		Southampton		LOST				8	13	3	8.66	8.66
CUMINGS, Mr John Bradley	1872	1912	39	Male	1st Class Passenger	1st	17599	£71             5s             8d	C85	Cherbourg		LOST			American	71	5	8	71.28	35.64
CUMINGS, Mrs Florence Briggs	1876	1949	35	Female	1st Class Passenger	1st	17599	£71             5s             8d	C85	Cherbourg		SAVED	4		American	71	5	8	71.28	35.64
CUNNINGHAM, Mr Alfred Fleming	1890	1912	21	Male	2nd Class Passenger H&W Guarantee Group	2nd	239853			Belfast	Fitter	LOST			Irish					
DāHIR, Mr Ṭannūs	1884	1912	28	Male	3rd Class Passenger	3rd	2686	£7             4s             7d		Cherbourg		LOST			Syrian	7	4	7	7.23	7.23
DAHL, Mr Charles Edward	1866	1933	45	Male	3rd Class Passenger	3rd	7598	£8             1s		Southampton	Carpenter / Joiner	SAVED	15		Norwegian	8	1		8.05	8.05
DAHLBERG, Miss Gerda Ulrika	1890	1912	22	Female	3rd Class Passenger	3rd	7552	£10             10s             4d		Southampton		LOST			Swedish	10	10	4	10.52	10.52
DAKIć, Mr Branko	1893	1912	19	Male	3rd Class Passenger	3rd	349228	£10             3s             5d		Southampton	General Labourer	LOST				10	3	5	10.17	10.17
DALY, Miss Margaret	1878	1939	33	Female	3rd Class Passenger	3rd	382650	£6             19s		Queenstown	Seamstress	SAVED	15		Irish	6	19		6.95	6.95
